Video Title,Channel,Comment Author,Comment,Likes
NEW! ??LOREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION|| WEAR TEST & REVIEW ON OILY ROSACEA SKIN,TheMexicanBeauty,Kassy G,"I love wearing the Kokie Cosmetics powder foundation over my liquid foundation, how would you say this foundation compares to the Kokie one?",2
NEW! ??LOREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION|| WEAR TEST & REVIEW ON OILY ROSACEA SKIN,TheMexicanBeauty,Nilofar Zarvandeh,"Thank you very much dear Jessica for this vedio , i think liquid fundation +powderfundation together looks nicer ???bless you dear and stay safe??????",4
NEW! ??LOREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION|| WEAR TEST & REVIEW ON OILY ROSACEA SKIN,TheMexicanBeauty,Karina Ramirez,I have been waiting for this review! Dont buy anything without your approval.,7
NEW! ??LOREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION|| WEAR TEST & REVIEW ON OILY ROSACEA SKIN,TheMexicanBeauty,Rocio Zuniga,????????,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Nathalie Marie,what shade are you?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Belen G,por que usas base si tenes la piel completamente hermosa? wtf literalmente ni una imperfeccion ni si quiera la tenes opaca,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,ParaibaGoddess,Your skin is soo flawless that it is hard to seea difference when youapply this powder ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,The Truth,This hair color is to much dark and cold for your skin type,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Cindy Spence,what mascara are u wearing,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,omayra negron,So you used the 420 on fresh wear and 120 on powder foundation??? Are they similar shades?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,anna dai capelli rossi,what was the brush she was using for concealeeer??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Melissa Bhuiyan,Eye tutorial please Kathleen ?? i love this eyeshadow,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Shannon Shanks,Kathleen!!! just watched your video about the new Disco Fox eyeshadow palette! is this eye look from that palette? ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Fernanda De la Rosa,What did you use on your eyes? The sparkly purple eye shadow is in your new eye palette?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Vi,I definitely understand what you say ! I have dry skin,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,tigrezz74ify,good evening I&#39;m not trying to be rude or anyting but what are you 20? anyting is going to look good on you and every young girl so anybody watching this yeah believe everything you see but what if you were a 47 year old woman with this product work then,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,??,Imagine having perfect skin and still wearing foundation ??your skin is perfect Ma Sha Allah,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,anonymous anonymous,"Hi love your earrings! I used that foundation and it melted off. I am older and still oily, any suggestions to keep it on? I didn&#39;t get a sponge with mine?! Drug store RIP off? It had tape on it- I wondered why at the time so I used a brush but found it hard. YOU ARE BEAUTIFUL, YOU DONT NEED MAKEUP BUT I LOVE YOUR LASHES DONE!",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Vicky Kirchner,I love this foundation,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Lourdes Padilla,Wow ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Katie Kay,"Love Kathleen but this is 100% a pointless review. The bright lighting in her studio makes her skin look poreless (and nobody&#39;s skin is poreless). I have clear skin right now but everyones skin has texture, no matter how good. Reviews need to show reality and use natural lighting. (Thrift Thick does really good reviews if you want to check her out!) Again I love Kathleen lights but when it&#39;s a foundation review I want to really see the skin in natural lighting.",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,bri,can&#39;t see shit cause the exposure is so high,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Åmber??,Eye glitter????,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jazmín Batista,is it necessary to apply powder after this kind of foundation?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Nathaly Andrade,please do the eye look &lt;3,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Marie Torres,??????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,L. G.,"You have gorgeous skin. The makeup only enhanced it. Such a beautiful face...and the eyes, WOW!",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Linda Key,So did anyone ever figure out what she was using on her eye&#39;s. I keep coming back to this video to see if there&#39;s an update but still haven&#39;t seen anything.,3
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tony P,Kathleen’s skin is so flawless that you can’t tell which side has the foundation,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,VD ja,Y i cant see translate ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Cruella,I was kinda expecting nothing being applied to the face just to see how the product would work without anything to the face before using it,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Amy Rose,"My best friend use to say color like collar, she has an Indiana like accent. I loved how she said it, it was funny but cute LOL. Don&#39;t feel insecure girl, it&#39;s you. Love Your channel!!!",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Bethan Jenkins,I&#39;m new to the channel where is your accent from,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,bita parto,You are so pretty! &lt;3,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Alina Asna Baig,Please do this eyemakeup ..its soooo beautiful ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Lydia Pena,Your face looks beautiful. !!! Lydia from Texas,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Stephaniee Guzmann,BUT WAITTTTT!! What is that glitter on your eyes?! I went through the comments and the description and I couldn’t find the name of the product!,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Shiu,Totally off topic but curtain bangs would look amazing on you ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,BaddieUniverse,You hardly have any smile lines tbh.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,samreena kaur,????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,phenomenalclown,Yeah what happened to listing down the rest of the make up you used? &lt;3 everything was perfect!,3
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Melissa Bhuiyan,Eye tutorial please Kathleen ????,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tlc Tlc,WHAT&#39;S THE EYE PRODUCTS,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Hind Akkari,What shade is it ?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,linda ackerman,"If I had skin like you I would never wear makeup, its perfect.?",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Gabriela P,"Its sold out in the stores but I found it on Amazon <a href=""https://amzn.to/3uxqSuo"">https://amzn.to/3uxqSuo</a>",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jennifer. L,Your skin is so good! Does it make dry patches worse? Thanks ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Nanannananana,Her: *talking about her redness on her face while applying the powder<br>Me: where?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mizzle_,Fun fact! Loreal tests on animals you shouldn&#39;t buy that brand,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Chloe Sismey,"I got the shade 20 Ivory assuming its the lightest shade &amp; it&#39;s bright orange on me, so dark! I&#39;m so confused.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ruoxuan Pang,"Tbh, you don’t even need foundation. Your skin is flawless already",5
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ambers Lil Rose,"You gotta lay off them drugs, girl! ??",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Prisciel,its no surprise everything looks good on you kathleen you have perfect skin ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,EnglishProfStyle,"I feel like I should like powder foundations, but they&#39;re an enigma to me.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Alacransilla Musical,"You don’t need concealer with this foundation not even under the eyes, I have acne spots and it covers everything ?? I love this foundation",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Annalisa Nunez,You dont even need foundation! Uuuggghhh! Beautiful tho. =),0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,VixyMix 101,"Just so you know this brand tests on animals, which means they put chemicals in the eyes of animals, leaving them blind, burning the poor things etc.",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,G P. Rao,Looking good????????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Maria Ortega,Back again cause I need to know what glitter is on your eyes??,3
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Alia Fariha,Which shade?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ana Pacheco,I just now realized with powder foundation youre supposed to apply concealer FIRST,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ei Myat,How can I color match like you? Because I could never! ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,sophia,Which shade did you use??? We have the same skin tone and I&#39;d love to know ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Bailey Rodgers,"About the concealer thing, it’s a micro pronunciation, everyone else is saying “con-seal-er” and you are saying “consealuhr” put a voice clip of you saying concealer next to someone else saying it and you will be able to tell",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Nathaly Andrade,Pleeeeeeaseeeee do the eye look mamas ????,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Åmber??,What&#39;s the eye glitter????,3
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Iris T,"<a href=""https://www.youtube.com/watch?v=erO0t7Liq0g&amp;t=4m30s"">4:30</a> mark ??? What sparkle is that????",2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Rissa K,"The Sio silicone patches actually work at filling the lines, it&#39;s temporary, lasts about a day or two for me, but perfect if you have something you don&#39;t want makeup settling into your lines for that day. I wish it was permanent but it&#39;s worth it for special occassions!",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Cookie Alamada,Youre literally giving me Angelina Jolie vibes ??,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,???? ??? ???,You are talking so much! I entered this video to see review no bla bla bla,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Drina Jovanovic,When I saw the heading... I cried on the inside wondering why would you torture your skin with powder when it&#39;s so dry. I have the identical skin you do. But I said wow at all the same places. THERE ARE NO FLAKES!!! What sorcery... haha,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tracy Lee,That&#39;s a crazy accurate shade match. I think I&#39;ll order the shade lighter. Porcelain was too light so I can&#39;t use it. So Ivory should work for me,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Lam Sara,"Great video,, great Youtuber. Thank you. For the luxury or fashion stuff, I choose to shop at hqreps. Great quality and lowest price I have ever seen. Just grab yours now.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sarita Rodriguez,Do you have a drugstore setting spray you prefer for dry skin?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Peam Peameryn,Your skin is amazing! So beautiful.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sandy Garcia,Love your eye beat so much ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Marjorie Mort,"I can&#39;t really tell the difference girl, your skin is perfect ??",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Stephanie Rivera,Beautiful!! What’s the eye shimmer?? I neeeedd it in my life!! ????,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Denise Lee,I love the colors it looks really nice ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Lisseth Montenegro,you are so beautiful chica.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Parag S,Beautiful,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Roshoshana Igor,WHAT IS YOUR EYESHADOW?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Emily Valentin,"??????????Can you please do a vs of powders? The OG Maybelline Superstsy powder, this powder, the Covergirl Clean Fresh powder?",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Lindsay Fo,"I was struggling to figure out my shade, then I remembered you are my shade twin!",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tasha Rose,I just had a throwback to circa 2015 and there were montages of the way you say concealer hahaha love u!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Parag S,Nice,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Masky Talkies,You are doing a great job!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Zoya Faisal,Dry skin?!???? Why the fuck are you wasting my time? Get lost! <br><br><b>Closed video</b>,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,cherrybomb,What eyeshadow did you use? Especially the glitter one? ??,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kusum Lata,This is good,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Parag S,Ok,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ryan Elyse,I adore your moonstone ring! ?? I need one!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Diwan Singh Kunwar,Wow,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,ASHUTOSH KUMAR,It is really good,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,thatmaragirl,"Please recreate this makeup look, your eyes look incredible! x",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Eileen Xue,What’s the glitter on your eyes? I have been waiting for weeks!!!!??,3
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Brittany,I definitely want to try this out. I’m dry like the damn Sahara desert though so we’ll see,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kaye De Guzman,Can we pls have a tutorial on this look pls? Like the eyes? Ughh its giving me lifeeee,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Chrissy,You say cun SEE ler with a Spanish accent. I love the way you say it. Other people pronounce it like cun sill er.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tandemonium91,"This product is sold out of any shades that might work for me everywhere. I was able to get it, but it&#39;s too dark. I do like the formula and if I can ever find the right shade this might become a favorite.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,yenyerita,Do y&#39;all think this is similar to makeup forever powder foundation?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Allyson Smith,YOU’RE BEAUTIFUL KATHLEEN !!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Stephanie Ghali,"Please, what lines lol ? You have no lines! Perfect skin :)",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Samanta Rizzi,You are so great!! The greatest!! :D,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Gavin criado,You are so pretty and your skin is so beautiful ?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Angel Rose,I love your look??????????. Oh my God!!!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,AHAA,"I have combination dehydrated skin so powder foundation can look very dry on me but I ordered this foundation any way because why not lol, I&#39;m glad I watched this video. The foundation looks beautiful on you.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jamie B,I&#39;ve never been a powder foundation person since the bareminerals one bk in the day. When I tried that I was like ummmm No I look ridiculous. Powder foundation doesn&#39;t sit right on me. Lol ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,tray1622,As a fellow dry skin gal I’ve used IT cosmetics illumination powder foundation for years!!!! Literally looks just like this BUT BETTER ?? try it out! It’s in the white packaging ??????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,S.,But L’Oréal puts fragrance in their skin products ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Alexis Vassilakis,Does anyone know where I can find these gorgeous earrings!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jamie Elizabeth,The merch prices are so high! They’re showing below the description box so I was looking at them thinking how cute! Then seen the prices ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,J Mahathorn,Omgg it&#39;s exactly your skin tone ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Rania Rania,What&#39;s the sparkly eyeshadow ?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ana Reyes,You have beautiful eyes! ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Cristina Parker,"You are perfect without makeup<br>If I had this clear skin ,I wear nothing on my face.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,ida beathe,why dont you have contor/brocer one your forhed....?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Rainy Days,The tik tok videos remind me of the Makeup Forever powder foundation promos a few years ago,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,yennator,who else keeps checking back to this video to see if Kathleen said anything bout that eye glitter ??,3
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Saif,She&#39;s so freaking beautiful ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Zia Felipe,If only this brand was cruelty free!!!!!,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ruby Gao,"I wish Kathleen had just gone in with the powder foundation on her face without the concealer before. With the concealer, her skin already pretty much looked completely smooth and had good coverage, so I couldn&#39;t really tell if the foundation did anything at all, unfortunately. I was looking forward to this because I also have dry skin and wanted to know if this powder foundation could still work.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jessica R-J,The earrings tho ??.,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Rachel's Randoms,"Have you tried Aquaphor for dry skin?I&#39;d love to see a review of it from you!<br><br>At night, cleanse skin, do your regular skincare routing and make sure to use moisturizer then lock it all in with a very thin layer of Aquaphor.<br><br>I used to have dry flakey skin and no matter how much lotion I put on, serums, anything that said it would moisturizer, it would only improve a little.<br>Now my skins literally glowing every day and no more flakes",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mollie Rollman,"Kathleen, no one else sees these “smile lines”. you aren’t even 30! you look great.",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Cuppacakesss,when kathleen is the only youtuber that doesn’t fill their videos with ads ??????,12
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Domiiniiquefan90,Will the Urban Decay All Nighter Setting Spray make the powder foundation cakey for people who have dry skin?,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Anne Smiley,what is on your eyes?,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Menma,I just found out we&#39;re the same age. And now I feel old and wrinkly etc.???? I want your skin!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mery Gomez Burgos,"Me encanta ver este tipo de reviews, gracias por haberla hecho ?????",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Özgün Melisa Sönmez,"Kathleen , were you a little bit tipsy when you come back for to check your foundation ? I am feeling slighlty drunk KAthIeen vibes :D :P Btw i don&#39;t hear any difference when you say concealer but you definetly sounded like turkish when you said mathematics lol :)) I assume its also pronounce similar in spanish too :)) HUge hugss from Turkey , ?Stanbul &lt;3 <br>A subscriber and fan of your videos/personality since 2015 :) Love you Xx",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Lindsay Robinson,I couldn’t stop looking at your earrings! So pretty.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,CamilaIsabel,What sparkle you have in your eyes?!?!?! Its sooooooo preeeettyyyyyyy!!!!!!!,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,EveDreams,Your earrings!? Where are they from?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mia,Also does anyone else get really confused when she talked about her “smile lines”? Iike i genuinely don’t even know what she’s talking about... does she even have smile lines? Serious question,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mia,I miss her chatty GRWMs and Kat chats and just random rambles.. we haven’t had those in soooo long,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,averee Katherine,Does anyone know what eyebrow product she uses ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Shelby C,Sad to see so many prominent youtubers promoting brands that test on animals and exploit workers.,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Daan,"Girl you need to do a makeup tutorial for this. Soo pretty, natural but sparkling, need that ??",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Inga Petry,Please please please film this eye look I’m scouring the Internet for that glitter ????,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Eileen Xue,Please tell us what glitter you were wearing!!!!!! I will check the comments everyday!!!!!,3
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Alice G,Omygoood ?? Love your eye makeup! How did you do it? ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Peculiar Dandelion,"??Wow, That match is perfection.",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sheridan Celmer,Please consider comparing L’Oréal infallible powder foundation to the covergirl Olay simply ageless cream to powder-like foundation that comes in the jar,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jane Archer,"Kathleen, PLEASE tell us about this eye look!",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Amidian DG,Favorite beauty YouTuber,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Yarlenne S,Your skin is so beautiful!!! The side with and without foundation looked the same to me !! Please do a skincare routine ?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,emrej252,Please tell me what eyeshadow this is,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,averee Katherine,K. What eyebrow product do you use???! I’ve asked twice lmao.,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Eva M,Is it like the MUFE powder which I love?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Pinus Niron,So cool??????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,littlerosa,I NEED to know what eyeshadow she’s wearing!! Does anyone have any idea?,3
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mary Ellen Maria Elena Rides,"Chica, I&#39;ve been using the L&#39;Oreal Infallible powder and the foundation for about three years and my complexion looks flawless. I&#39;m 58 years young and it does not settle into my smile or eye lines whatsoever! I use a brush to apply the foundation and the powder sponge, I press into my skin and the results are flawless. Most of the time, I only use the powder without the foundation and I have full coverage. Usually, I will use both when my skin feels a little dry (I live in Arizona) as the foundation acts like a moisturizer on my face, but 70% of the time, I only have to use the powder and it provides full, matte coverage and airbrushed finish! Take good care mija~<br><br><br><br> are time where I will only use the powder",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tara Upchurch,I’ve been waiting for this video Bc I have dry skin too and I wanted to know your opinion!! Thanks for the video!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,michelle - zzzcatnaps,am I the only one who hears the auto focus noise from the camera?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,VayCayMom,I think when you say the word concealer you&#39;re really emphasizing the e . Dragging the sound out just a little bit more and I think that&#39;s what sounds different to people,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,K Leavins,I love this look! Can you do a demo or tell us what you are wearing? Very pretty and fresh.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sonia Martin,"How is L’oreal compared to Fenty beauty powder foundation? Coverage, finish? Thanks!!",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mr D,"This foundation is trash don&#39;t believe the hype. The amount of fallout when using your brush on the pan is incredible!!,",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,disappearingbunny,Anyone know the blush Kathleen is wearing? Thanks!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,HonesTea BeauTea,Omg I love you. I just started watching you and I wish I would have known about you before. I loveeeee seeing drug store testing. Loreal infallible full wear concealer is hands down my fave. I want to try the powder foundation now. I have normal/dry skin.. probably more dry. That is definitely my problem with powder foundation and I have not tried one in a very long time but when I apply it like you said I cannot see it I have no idea if I&#39;m putting enough on or too much haha I wish they would have made a pressed liquid One like that also like I feel like you should do 1 that has both you put a little bit of the pressed liquid or whatever you would call it and then you finish off with the powder that&#39;s a genius idea.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Miss Pisces McSquishy,"Tutorial on the eye look plssss ?? and that lacquer shade tho ?? can’t wait ?? much love, Kathleen!",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,MsChenandlerBong,That&#39;s how you wear under eye concealer. Not giant triangles of caked on product. Thank goodness that trend is dyyyyyying.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Åmber??,K A T H L E E N ... E Y E G L I T T E R ... WTF IS THAT MAGIC??! ????,6
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,greenvelvet,this does not help me tell if this is a good product at all lol your skin is too perfect to tell tbh.,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Beautyalaritz,Does anyone know which MAC studio fix foundation shade Kathleen is?<br>I want to know if this shade would match me because we seem similar in skin tone,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Michelle,"Your too cute and spunky... beautiful girl you are!<br>I&#39;m 55 yrs I also have dry skin also, so I&#39;m now thinking of purchasing this product since you showed me this!",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jhe Elardo,"yeah, i&#39;ll definitely test it out....",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mary Bernadette Baladjay,"Nobody gonna talk how she looks like Angelina Jolie at <a href=""https://www.youtube.com/watch?v=erO0t7Liq0g&amp;t=8m20s"">8:20</a>? No? Okay. She’s gorgeous.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Elizabeth Lopez M,Yessss pleasss?? do this eye look tutorial PLEASSSS??,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Stacy Lopez,"You say con-SI-lerh, with like a very latinx accent. It’s okay i can’t say burger, it comes out as booger",0
